datetime,Ten_Meter_Elevation_Wind_Speed_meterPerSecond,Air_Temperature_celsius,Relative_Humidity_percent,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Surface_Level_Barometric_Pressure_pascal,Rainfall_millimeterPerHour
2020-01-01 00:00:00,0.451762396737809,17.8265953291058,100.797458942095,39.7207532630601,97700.2737771697,0.735422355701292
2020-01-01 00:10:00,1.3946912426945,8.34462964652348,55.0699972341151,225.519723295047,99768.1092655195,0
2020-01-01 00:20:00,6.50156813639569,0.833115223289566,123.98267800291,350.688826926246,99819.2898343807,0
2020-01-01 00:30:00,2.25308353042605,18.6785484620328,21.5205466550671,0,98900.3566964247,0.565491922638709
2020-01-01 00:40:00,2.42088567394168,15.7408182842516,94.9977718457302,0,98934.5112132763,0
2020-01-01 00:50:00,6.94793216787309,-6.40118193117067,107.247184749659,0,99028.1021150661,0.936760910978248
2020-01-01 01:00:00,3.36761227411224,-0.0427177655130642,10.857,50.8536381401831,99716.0185717481,0.273333574220576
2020-01-01 01:10:00,0,3.86812109439218,50.0831629107223,42.4898204817172,99326.7193543187,0.0600411035026825
2020-01-01 01:20:00,0.0909831739737912,-3.4517600119851,44.9715424851689,317.208979385039,99580.6067991118,0
2020-01-01 01:30:00,0.77953027893818,18.7754698761139,60.0824364975559,162.253533715891,99606.5868902262,0
2020-01-01 01:40:00,5.54628277232476,18.3584705798568,26.2857629346303,0,99755.6858065479,1.90255021470555
2020-01-01 01:50:00,3.0789871411849,4.57697605031447,21.8493221627272,0,100140.819598223,0.747210115188918
2020-01-01 02:00:00,3.19591217957232,2.87374202400486,97.3912863296733,0,99430.3629546656,0
2020-01-01 02:10:00,2.36777242180046,13.1262783017452,83.6322294091177,94.1258162130134,97273.6523011141,0.895992395709642
2020-01-01 02:20:00,0.464992912161116,4.85183113725297,130.961869566368,0,99893.1538844194,0
2020-01-01 02:30:00,7.15304288871148,16.476469355346,95.9903125812435,388.61329719571,99169.5834749124,0
2020-01-01 02:40:00,3.47305152635814,-1.38812183014432,107.71291355967,341.739878130992,100415.252227112,0
2020-01-01 02:50:00,0,7.55576650351787,153.361778332338,268.21232995951,99934.2557938776,3.16047493587914
2020-01-01 03:00:00,4.05401490706096,11.3305472003578,39.1552784637949,141.228958298671,99830.7991798208,0
2020-01-01 03:10:00,0.702081680553591,5.11526378680411,10.857,723.894909994434,99462.4548297476,0.230034164931871
2020-01-01 03:20:00,0,7.89158589094855,85.2331459893995,142.482679367905,100895.612609204,0.666118259986391
2020-01-01 03:30:00,1.42952691934353,14.6124221128428,177.745821647908,57.7645152187671,97978.2154919949,0
2020-01-01 03:40:00,0,0.461998976065585,107.131242613287,442.723586431916,98533.8010483179,1.06174822014532
2020-01-01 03:50:00,0,25.7459163945772,10.857,148.067498685175,99290.4711495815,0
2020-01-01 04:00:00,0.267447408544576,3.34671938800619,150.277284501456,0,99264.6350806245,3.72199739860331
2020-01-01 04:10:00,0,15.7964353374288,90.3245942465466,119.221897913622,100066.474301523,1.3041930437815
2020-01-01 04:20:00,4.44349591809028,5.05391623752914,149.835475202102,139.492209213271,100245.459375734,0.0171039933600502
2020-01-01 04:30:00,2.48964416261214,6.75201031865409,61.2107821238491,0,100373.039608043,0
2020-01-01 04:40:00,0,14.3316066112268,148.174851125351,312.352242984923,98990.3958276871,0.499877666273617
2020-01-01 04:50:00,5.63116432358849,11.2085922250654,92.1056104949662,0,99535.3303024517,0
2020-01-01 05:00:00,3.26925940927804,10.8731631392735,132.368985890132,83.3558828599104,98920.1107731878,0
2020-01-01 05:10:00,1.20943311424487,-12.122,10.857,334.093240228328,99436.011287794,0
2020-01-01 05:20:00,4.6071851012589,16.7107249889977,53.3382838615685,309.707593184376,98787.3903137711,0.0687947482777691
2020-01-01 05:30:00,4.55867617010975,3.51992695536762,53.8164146996482,275.594814897541,99624.9023041297,0.97721842368559
2020-01-01 05:40:00,4.39723144604476,3.63965814447752,90.7997756995676,0,99510.6838280928,0
2020-01-01 05:50:00,4.01771452048043,12.2916082821385,90.110971283541,84.075205313285,99369.5415272932,0
2020-01-01 06:00:00,3.63311102344616,17.3786795908086,109.581022231421,22.8625146154674,99565.5884907482,0
2020-01-01 06:10:00,1.87505316213825,14.2766367008172,17.1876169640485,402.944053332125,99211.3314888924,0.557866191631172
2020-01-01 06:20:00,1.17834118026432,14.5583394631325,54.6126912617334,0,99389.3463572114,0
2020-01-01 06:30:00,0.965636207575612,18.6689943121156,109.436241682964,354.215635561067,99623.5464253053,0
2020-01-01 06:40:00,0.0685613627252102,12.6569480624863,70.5474068940046,13.9975474742805,98109.3393476873,0
2020-01-01 06:50:00,1.45823926758348,19.5692977608577,70.0442079176535,205.558090926037,99356.8842477741,0
2020-01-01 07:00:00,0,15.9175874583595,228.806740200463,240.288096890553,96482.3150643827,0
2020-01-01 07:10:00,8.24369143066434,3.33235317686341,74.8314564543424,0,99069.3095096324,0
2020-01-01 07:20:00,5.5002642788224,5.11197160452242,164.678976478276,0,98692.6766263738,0.488775287943177
2020-01-01 07:30:00,0,14.2759122929749,19.7708027267739,0,99679.5199245812,0
2020-01-01 07:40:00,0.901649623196924,18.9738485196706,145.152357474341,293.489551427321,99654.0026222622,2.09028122800148
2020-01-01 07:50:00,0.719598770164477,2.49237612062493,118.838769303168,0,99981.0666817684,2.08500797491875
2020-01-01 08:00:00,4.27842699192012,12.3930918313948,10.857,112.564311616476,99696.3650942845,1.94427041614534
2020-01-01 08:10:00,1.81379711393319,9.01028754726892,10.857,0,98223.826053071,0
2020-01-01 08:20:00,2.77496636330037,2.72994349317733,142.486674248997,670.019689903021,99303.7114923862,0
2020-01-01 08:30:00,1.97030279661316,24.3181842650076,131.402904297894,323.509656086981,98765.5656094002,0
2020-01-01 08:40:00,1.92941176693734,0.0579405942409199,99.9158348514273,23.1113216659282,99041.1973434103,0
2020-01-01 08:50:00,5.95885708649153,5.66718038146257,53.3443590180642,226.674000098328,99039.5961007048,0
2020-01-01 09:00:00,1.4072708453249,15.3586745881122,104.83244555835,151.335199688396,98924.5455386677,1.4619809239741
2020-01-01 09:10:00,6.38098873251657,8.76373732999087,75.1202471184006,255.848467357716,100359.521972676,0
