datetime,Depth_meter,Water_Temperature_celsius
2020-07-21 10:30:00,0.3,6.63403160328318
2020-07-21 10:30:00,0.25,8.67283676608749
2020-07-21 10:30:00,0.2,19.7149498813354
2020-07-21 10:30:00,0.15,10.5288565871407
2020-07-21 10:30:00,0.1,10.8916791670165
2020-07-21 10:30:00,0.05,20.6800802787865
2020-07-21 10:40:00,0.3,12.9386958517522
2020-07-21 10:40:00,0.25,2.28489218540002
2020-07-21 10:40:00,0.2,5.85395307969373
2020-07-21 10:40:00,0.15,7.34273285184191
2020-07-21 10:40:00,0.1,17.6494273972469
2020-07-21 10:40:00,0.05,12.3146292388252
2020-07-21 10:50:00,0.3,12.5674451039327
2020-07-21 10:50:00,0.25,10.7768374447135
2020-07-21 10:50:00,0.2,6.66263868563862
2020-07-21 10:50:00,0.15,21.1235716391208
2020-07-21 10:50:00,0.1,13.1666770963211
2020-07-21 10:50:00,0.05,0.169033680003712
2020-07-21 11:00:00,0.3,14.4228388364738
2020-07-21 11:00:00,0.25,7.17527313002351
2020-07-21 11:00:00,0.2,3.50236459038428
2020-07-21 11:00:00,0.15,8.74815862913831
2020-07-21 11:00:00,0.1,3.7604989960329
2020-07-21 11:00:00,0.05,5.59446613119015
2020-07-21 11:10:00,0.3,6.23550487337992
2020-07-21 11:10:00,0.25,0.169033680003712
2020-07-21 11:10:00,0.2,15.2649765009496
2020-07-21 11:10:00,0.15,11.040349092949
2020-07-21 11:10:00,0.1,3.06834770182649
2020-07-21 11:10:00,0.05,17.8329586845602
2020-07-21 11:20:00,0.3,12.7260368272029
2020-07-21 11:20:00,0.25,8.27227077390877
2020-07-21 11:20:00,0.2,15.6189060187181
2020-07-21 11:20:00,0.15,15.5140197808083
2020-07-21 11:20:00,0.1,15.1649432430158
2020-07-21 11:20:00,0.05,14.3443499707556
2020-07-21 11:30:00,0.3,13.5127584898623
2020-07-21 11:30:00,0.25,9.71147755597958
2020-07-21 11:30:00,0.2,8.20504364877315
2020-07-21 11:30:00,0.15,7.74513196155364
2020-07-21 11:30:00,0.1,5.80547253449771
2020-07-21 11:30:00,0.05,8.81024060285124
2020-07-21 11:40:00,0.3,2.28282363558496
2020-07-21 11:40:00,0.25,23.4817770198061
2020-07-21 11:40:00,0.2,17.54992599527
2020-07-21 11:40:00,0.15,3.16111202605197
2020-07-21 11:40:00,0.1,7.60677986940917
2020-07-21 11:40:00,0.05,7.21314866314472
2020-07-21 11:50:00,0.3,14.9080636964073
2020-07-21 11:50:00,0.25,9.57902944192624
2020-07-21 11:50:00,0.2,11.6572740903337
2020-07-21 11:50:00,0.15,9.91742676132565
2020-07-21 11:50:00,0.1,9.82901198562657
2020-07-21 11:50:00,0.05,18.5414975098228
2020-07-21 12:00:00,0.3,8.7000364417564
2020-07-21 12:00:00,0.25,19.4542325300625
2020-07-21 12:00:00,0.2,0.5337717979129
2020-07-21 12:00:00,0.15,13.7022338407359
2020-07-21 12:00:00,0.1,10.8581402873385
2020-07-21 12:00:00,0.05,11.4265603932808
2020-07-21 12:10:00,0.3,12.4370054868823
2020-07-21 12:10:00,0.25,6.99298302242494
2020-07-21 12:10:00,0.2,8.03687233306147
2020-07-21 12:10:00,0.15,3.80635579589908
2020-07-21 12:10:00,0.1,3.47787459223309
2020-07-21 12:10:00,0.05,11.967202150169
2020-07-21 12:20:00,0.3,12.8602638982354
2020-07-21 12:20:00,0.25,10.4208100219841
2020-07-21 12:20:00,0.2,15.7864420909551
2020-07-21 12:20:00,0.15,22.7480297263445
2020-07-21 12:20:00,0.1,7.06268602454688
2020-07-21 12:20:00,0.05,0.169033680003712
2020-07-21 12:30:00,0.3,16.3016772427808
2020-07-21 12:30:00,0.25,5.71600790889811
2020-07-21 12:30:00,0.2,5.84681898363632
2020-07-21 12:30:00,0.15,16.4240978690898
2020-07-21 12:30:00,0.1,8.33583935722871
2020-07-21 12:30:00,0.05,2.55860791881634
2020-07-21 12:40:00,0.3,11.2127526163952
2020-07-21 12:40:00,0.25,9.23631138175528
2020-07-21 12:40:00,0.2,10.1292151793388
2020-07-21 12:40:00,0.15,12.4718247350141
2020-07-21 12:40:00,0.1,7.80569135091052
2020-07-21 12:40:00,0.05,14.0711269159715
2020-07-21 12:50:00,0.3,8.73265518448297
2020-07-21 12:50:00,0.25,12.1415991868158
2020-07-21 12:50:00,0.2,16.8640059833268
2020-07-21 12:50:00,0.15,12.7798452224065
2020-07-21 12:50:00,0.1,8.08178307352489
2020-07-21 12:50:00,0.05,17.1847884597813
2020-07-21 13:00:00,0.3,16.226157277654
2020-07-21 13:00:00,0.25,13.4786813409326
2020-07-21 13:00:00,0.2,11.5672354405275
2020-07-21 13:00:00,0.15,6.21780915448569
2020-07-21 13:00:00,0.1,18.4924261926439
2020-07-21 13:00:00,0.05,6.38846043751769
2020-07-21 13:10:00,0.3,23.595211436878
2020-07-21 13:10:00,0.25,19.5538587586047
2020-07-21 13:10:00,0.2,8.63874618808076
2020-07-21 13:10:00,0.15,3.7579283958992
2020-07-21 13:10:00,0.1,5.70856495625108
2020-07-21 13:10:00,0.05,11.6792806869394
2020-07-21 13:20:00,0.3,8.57089971076172
2020-07-21 13:20:00,0.25,7.94838648713318
2020-07-21 13:20:00,0.2,4.21965480741995
2020-07-21 13:20:00,0.15,9.81569599200592
2020-07-21 13:20:00,0.1,5.24871765881259
2020-07-21 13:20:00,0.05,0.169033680003712
2020-07-21 13:30:00,0.3,7.74664104827694
2020-07-21 13:30:00,0.25,15.7662523208816
2020-07-21 13:30:00,0.2,6.54223661350155
2020-07-21 13:30:00,0.15,13.8463680628923
2020-07-21 13:30:00,0.1,0.169033680003712
2020-07-21 13:30:00,0.05,9.75067212221562
2020-07-21 13:40:00,0.3,13.2997385825532
2020-07-21 13:40:00,0.25,11.952540452945
2020-07-21 13:40:00,0.2,10.7459340858322
2020-07-21 13:40:00,0.15,6.13880003067144
2020-07-21 13:40:00,0.1,4.84873261473713
2020-07-21 13:40:00,0.05,3.77207671914554
2020-07-21 13:50:00,0.3,10.8198228400241
2020-07-21 13:50:00,0.25,4.24523385699544
2020-07-21 13:50:00,0.2,7.0656101328539
2020-07-21 13:50:00,0.15,8.51287514184873
2020-07-21 13:50:00,0.1,21.4750953896604
2020-07-21 13:50:00,0.05,6.06939574426201
2020-07-21 14:00:00,0.3,11.5465870200162
2020-07-21 14:00:00,0.25,10.5748577827407
2020-07-21 14:00:00,0.2,4.15645910639952
2020-07-21 14:00:00,0.15,9.65347729601257
2020-07-21 14:00:00,0.1,19.0102992342604
2020-07-21 14:00:00,0.05,12.8805982041108
2020-07-21 14:10:00,0.3,10.3481502254995
2020-07-21 14:10:00,0.25,7.48572245518076
2020-07-21 14:10:00,0.2,0.169033680003712
2020-07-21 14:10:00,0.15,17.0769502801753
2020-07-21 14:10:00,0.1,1.07765825845514
2020-07-21 14:10:00,0.05,14.6610501937754
2020-07-21 14:20:00,0.3,21.8778068024729
2020-07-21 14:20:00,0.25,1.18103057750237
2020-07-21 14:20:00,0.2,14.4254833957823
2020-07-21 14:20:00,0.15,8.47518945940085
2020-07-21 14:20:00,0.1,0.389385841934708
2020-07-21 14:20:00,0.05,0.744166495013189
2020-07-21 14:30:00,0.3,0.207960092257354
2020-07-21 14:30:00,0.25,6.81655058547919
2020-07-21 14:30:00,0.2,1.07077261347463
2020-07-21 14:30:00,0.15,14.3398841963642
2020-07-21 14:30:00,0.1,23.0568104657153
2020-07-21 14:30:00,0.05,2.14928439622829
2020-07-21 14:40:00,0.3,14.956047975954
2020-07-21 14:40:00,0.25,14.8406409202655
2020-07-21 14:40:00,0.2,12.1441954837838
2020-07-21 14:40:00,0.15,3.86930896210009
2020-07-21 14:40:00,0.1,9.35629944360922
2020-07-21 14:40:00,0.05,8.36286106425476
2020-07-21 14:50:00,0.3,13.5687557600196
2020-07-21 14:50:00,0.25,7.79471196083002
2020-07-21 14:50:00,0.2,16.1241209647555
2020-07-21 14:50:00,0.15,7.78148958027269
2020-07-21 14:50:00,0.1,16.591623380269
2020-07-21 14:50:00,0.05,3.61746358815596
2020-07-21 15:00:00,0.3,2.31517499872356
2020-07-21 15:00:00,0.25,30.0993444673047
2020-07-21 15:00:00,0.2,7.52053136919009
2020-07-21 15:00:00,0.15,11.9344807813125
2020-07-21 15:00:00,0.1,14.0229380427831
2020-07-21 15:00:00,0.05,7.10744085825645
2020-07-21 15:10:00,0.3,13.2840282781435
2020-07-21 15:10:00,0.25,12.3711130389075
2020-07-21 15:10:00,0.2,8.76417291897511
2020-07-21 15:10:00,0.15,10.4966641622564
2020-07-21 15:10:00,0.1,9.88335082000592
2020-07-21 15:10:00,0.05,23.2317607912406
2020-07-21 15:20:00,0.3,5.51764869061514
2020-07-21 15:20:00,0.25,3.32846606335352
2020-07-21 15:20:00,0.2,10.3268884934483
2020-07-21 15:20:00,0.15,12.0101148745022
2020-07-21 15:20:00,0.1,12.7881288054662
2020-07-21 15:20:00,0.05,7.26431981585522
2020-07-21 15:30:00,0.3,3.53012639543634
2020-07-21 15:30:00,0.25,17.8907977124259
2020-07-21 15:30:00,0.2,7.93537590836446
2020-07-21 15:30:00,0.15,4.75115264157977
2020-07-21 15:30:00,0.1,8.6351709455669
2020-07-21 15:30:00,0.05,8.87654308748673
2020-07-21 15:40:00,0.3,16.9447517387135
2020-07-21 15:40:00,0.25,10.6166861911981
2020-07-21 15:40:00,0.2,14.7481228712031
2020-07-21 15:40:00,0.15,7.01169492591843
2020-07-21 15:40:00,0.1,11.417324553359
2020-07-21 15:40:00,0.05,8.08947214659529
2020-07-21 15:50:00,0.3,10.6774632688572
2020-07-21 15:50:00,0.25,4.56689686334824
2020-07-21 15:50:00,0.2,2.0025546815852
2020-07-21 15:50:00,0.15,22.421675252698
2020-07-21 15:50:00,0.1,13.8015826240661
2020-07-21 15:50:00,0.05,2.37001183753121
2020-07-21 16:00:00,0.3,6.32113980467782
2020-07-21 16:00:00,0.25,2.7761164203171
2020-07-21 16:00:00,0.2,23.6660567985504
2020-07-21 16:00:00,0.15,18.1946622401167
2020-07-21 16:00:00,0.1,8.45699524521021
2020-07-21 16:00:00,0.05,13.4465658122286
2020-07-21 16:10:00,0.3,7.53607180686056
2020-07-21 16:10:00,0.25,7.1539437209555
2020-07-21 16:10:00,0.2,5.22588903439382
2020-07-21 16:10:00,0.15,6.42328833547324
2020-07-21 16:10:00,0.1,20.2840602608576
2020-07-21 16:10:00,0.05,9.76013993709507
2020-07-21 16:20:00,0.3,10.8296906338478
2020-07-21 16:20:00,0.25,11.5978250617241
2020-07-21 16:20:00,0.2,17.7012408736683
2020-07-21 16:20:00,0.15,6.9081688850454
2020-07-21 16:20:00,0.1,3.96726510255785
2020-07-21 16:20:00,0.05,20.4370762201631
2020-07-21 16:30:00,0.3,7.37050194786374
2020-07-21 16:30:00,0.25,5.63042324625682
2020-07-21 16:30:00,0.2,2.46259029756872
2020-07-21 16:30:00,0.15,2.16357249238813
2020-07-21 16:30:00,0.1,6.55071460468724
2020-07-21 16:30:00,0.05,13.9082269476255
2020-07-21 16:40:00,0.3,16.9443063793083
2020-07-21 16:40:00,0.25,14.4613093988943
2020-07-21 16:40:00,0.2,7.84891657439044
2020-07-21 16:40:00,0.15,10.4624487335967
2020-07-21 16:40:00,0.1,5.74442849851464
2020-07-21 16:40:00,0.05,5.66651954783239
2020-07-21 16:50:00,0.3,15.5542468189963
2020-07-21 16:50:00,0.25,3.82476751601108
2020-07-21 16:50:00,0.2,22.1629225876565
2020-07-21 16:50:00,0.15,9.53612647369663
2020-07-21 16:50:00,0.1,11.4179017986007
2020-07-21 16:50:00,0.05,5.53498382565794
2020-07-21 17:00:00,0.3,6.5481516680733
2020-07-21 17:00:00,0.25,1.96419432077649
2020-07-21 17:00:00,0.2,8.96450605226349
2020-07-21 17:00:00,0.15,12.6798544132607
2020-07-21 17:00:00,0.1,12.095442678115
2020-07-21 17:00:00,0.05,5.26950693590402
2020-07-21 17:10:00,0.3,5.22577093362332
2020-07-21 17:10:00,0.25,6.99375296279657
2020-07-21 17:10:00,0.2,19.3282497502312
2020-07-21 17:10:00,0.15,3.07349144735618
2020-07-21 17:10:00,0.1,8.98841751232641
2020-07-21 17:10:00,0.05,21.8361925536684
2020-07-21 17:20:00,0.3,9.47035540420366
2020-07-21 17:20:00,0.25,1.69985449436991
2020-07-21 17:20:00,0.2,5.99026562898454
2020-07-21 17:20:00,0.15,13.0901952466602
2020-07-21 17:20:00,0.1,7.77518107634431
2020-07-21 17:20:00,0.05,6.62538550888285
2020-07-21 17:30:00,0.3,7.97076449097564
2020-07-21 17:30:00,0.25,10.6522365033598
2020-07-21 17:30:00,0.2,19.9606229965805
2020-07-21 17:30:00,0.15,9.54695622412155
2020-07-21 17:30:00,0.1,16.7650001325093
2020-07-21 17:30:00,0.05,13.9870408081099
2020-07-21 17:40:00,0.3,9.3921791032347
2020-07-21 17:40:00,0.25,0.631612778597102
2020-07-21 17:40:00,0.2,6.87697563020724
2020-07-21 17:40:00,0.15,7.06985066485513
2020-07-21 17:40:00,0.1,10.3847014640342
2020-07-21 17:40:00,0.05,18.1192680096234
2020-07-21 17:50:00,0.3,24.2479412418023
2020-07-21 17:50:00,0.25,19.6462655584185
2020-07-21 17:50:00,0.2,9.27174468058831
2020-07-21 17:50:00,0.15,0.169033680003712
2020-07-21 17:50:00,0.1,7.6938445034195
2020-07-21 17:50:00,0.05,10.6442773779866
2020-07-21 18:00:00,0.3,15.3095796068652
2020-07-21 18:00:00,0.25,16.0349548807872
2020-07-21 18:00:00,0.2,14.3176174336971
2020-07-21 18:00:00,0.15,1.481136046171
2020-07-21 18:00:00,0.1,15.3381590961738
2020-07-21 18:00:00,0.05,7.33720683604393
2020-07-21 18:10:00,0.3,11.1726257712936
2020-07-21 18:10:00,0.25,10.5538111691785
2020-07-21 18:10:00,0.2,12.7365459820091
2020-07-21 18:10:00,0.15,10.245944351394
2020-07-21 18:10:00,0.1,0.169033680003712
2020-07-21 18:10:00,0.05,14.6397451096698
2020-07-21 18:20:00,0.3,12.4764305420849
2020-07-21 18:20:00,0.25,8.45386838961648
2020-07-21 18:20:00,0.2,10.8228962738388
2020-07-21 18:20:00,0.15,10.9210047325754
2020-07-21 18:20:00,0.1,11.4579043415941
2020-07-21 18:20:00,0.05,20.2219556662159
2020-07-21 18:30:00,0.3,8.74152019634744
2020-07-21 18:30:00,0.25,11.1310388749873
2020-07-21 18:30:00,0.2,17.305625249601
2020-07-21 18:30:00,0.15,16.6006944028001
2020-07-21 18:30:00,0.1,17.162909556737
2020-07-21 18:30:00,0.05,6.52914424815772
2020-07-21 18:40:00,0.3,22.4542009228283
2020-07-21 18:40:00,0.25,10.5053542082285
2020-07-21 18:40:00,0.2,21.6170029432141
2020-07-21 18:40:00,0.15,1.75502548587223
2020-07-21 18:40:00,0.1,10.223158761999
2020-07-21 18:40:00,0.05,17.8088833037206
2020-07-21 18:50:00,0.3,5.6787164875446
2020-07-21 18:50:00,0.25,5.44757172094826
2020-07-21 18:50:00,0.2,4.30039184147307
2020-07-21 18:50:00,0.15,3.59687004319063
2020-07-21 18:50:00,0.1,7.39521516794638
2020-07-21 18:50:00,0.05,12.1378783870222
2020-07-21 19:00:00,0.3,0.169033680003712
2020-07-21 19:00:00,0.25,11.4021098080337
2020-07-21 19:00:00,0.2,17.727160743563
2020-07-21 19:00:00,0.15,22.6708061248431
2020-07-21 19:00:00,0.1,18.1253006013121
2020-07-21 19:00:00,0.05,14.7649184394561
2020-07-21 19:10:00,0.3,0.169033680003712
2020-07-21 19:10:00,0.25,6.3807624337811
2020-07-21 19:10:00,0.2,7.92058588611694
2020-07-21 19:10:00,0.15,14.4362210850001
2020-07-21 19:10:00,0.1,9.44136600901498
2020-07-21 19:10:00,0.05,2.32447477178129
2020-07-21 19:20:00,0.3,20.4910173658036
2020-07-21 19:20:00,0.25,15.7193075839147
2020-07-21 19:20:00,0.2,11.5592020057265
2020-07-21 19:20:00,0.15,17.6125571802473
2020-07-21 19:20:00,0.1,1.82988948844715
2020-07-21 19:20:00,0.05,14.1726279391895
2020-07-21 19:30:00,0.3,6.86589541376965
2020-07-21 19:30:00,0.25,14.3141366463182
2020-07-21 19:30:00,0.2,9.718204205649
2020-07-21 19:30:00,0.15,14.000661296254
2020-07-21 19:30:00,0.1,18.3372784052603
2020-07-21 19:30:00,0.05,10.138634008166
2020-07-21 19:40:00,0.3,16.3746383109958
2020-07-21 19:40:00,0.25,2.75788280470503
2020-07-21 19:40:00,0.2,5.6394447131778
2020-07-21 19:40:00,0.15,19.4711893786861
2020-07-21 19:40:00,0.1,12.4231077718163
2020-07-21 19:40:00,0.05,0.169033680003712
2020-07-21 19:50:00,0.3,1.67394956018134
2020-07-21 19:50:00,0.25,8.85429004235008
2020-07-21 19:50:00,0.2,15.4377627140706
2020-07-21 19:50:00,0.15,9.46474837856963
2020-07-21 19:50:00,0.1,13.9465074092749
2020-07-21 19:50:00,0.05,16.0132112653759
2020-07-21 20:00:00,0.3,20.408422276865
2020-07-21 20:00:00,0.25,10.4394050815216
2020-07-21 20:00:00,0.2,9.77277046977448
2020-07-21 20:00:00,0.15,0.169033680003712
2020-07-21 20:00:00,0.1,10.7067465871914
2020-07-21 20:00:00,0.05,6.56382167908477
2020-07-21 20:10:00,0.3,4.08144356674394
2020-07-21 20:10:00,0.25,8.98314216454621
2020-07-21 20:10:00,0.2,16.3584940431059
