par_id,rmse,nse,r,bias,mae,nmae
p001,3.21311789231987,0.753097761669653,0.972882640314895,-2.81651612987191,2.91231333342683,0.482838599167089
p002,3.58049403082655,0.693410262106926,0.970293568032275,-3.21461451720078,3.2718782883307,0.514559295339978
p003,3.23128704579992,0.750297560572789,0.973563058374771,-2.84552787774414,2.93082157416014,0.484995754884396
p004,3.20514367757388,0.754321749346943,0.980941366381426,-2.83027808221437,2.88652353185453,0.497120371339525
p005,3.8343847462864,0.648388490465253,0.974680789277195,-3.5410006606941,3.54589852417209,0.550471257145464
p006,3.39876060510841,0.723743275929322,0.974578235530223,-3.0523567330691,3.09691826170471,0.501994872138746
p007,3.50514797887912,0.706177925173499,0.967330585294252,-3.09328387997961,3.1884995899893,0.505195510067663
p008,3.05422501582701,0.776913255453713,0.971923715964264,-2.61119961861769,2.74952244328368,0.467387772821763
p009,3.50959556257775,0.70543180697366,0.975316794618517,-3.18465088940111,3.20661895236151,0.514720948953718
p010,3.30072002676594,0.739451196860201,0.97186789187924,-2.90910197506425,2.99835726726511,0.490212830347237
p011,4.00677322247601,0.616061882223818,0.975613793255188,-3.7323516075102,3.73761774067904,0.577893430800714
p012,3.49562482013084,0.707772330415147,0.976720121258877,-3.17888472972861,3.19711552939657,0.51681297749883
p013,3.77973844159756,0.658339162311153,0.975649392939149,-3.48820799093449,3.49418417244573,0.547422258184519
p014,4.22134684385832,0.573838924020285,0.969286072552461,-3.91031753922871,3.91284253839247,0.57926168623515
p015,2.9366310569636,0.793761148756032,0.979277977586878,-2.52569948963346,2.61613806424518,0.459865063732239
p016,3.4033876303863,0.722990579821657,0.973531356611692,-3.04724583367434,3.10176193451329,0.501258885988781
p017,4.05029728333389,0.607675429964701,0.975302588227609,-3.77540374691564,3.7807773539696,0.583174744400942
p018,3.42046649973724,0.720203428444597,0.979793713265865,-3.09207266634722,3.12072433541731,0.519892879367648
p019,2.99993536009891,0.784773620487079,0.979425204297377,-2.60410742259862,2.67996534522637,0.467091508666062
p020,3.78139280664795,0.658040011744685,0.963422077368659,-3.36089151151314,3.4437431213141,0.526069717456507
p021,3.83497760027418,0.648279753124341,0.970619683381511,-3.50281024637061,3.52159972928798,0.53971356186424
p022,3.44379332466342,0.716374113823859,0.971602993760629,-3.07290900629669,3.1396054135874,0.503254055264437
p023,3.90494297298966,0.635329109217715,0.965318384903682,-3.52114352165915,3.57286070004615,0.538971861116723
