par_id,rmse,nse,r,bias,mae,nmae
p001,5.91357092743922,0.120024668499694,0.871148542373211,-5.0158107964394,5.08524673074488,0.610282505995321
p002,5.25306891145596,0.305620207770926,0.817233898430181,-3.77168728152471,4.52427970512882,0.54533180892872
p003,4.23074595908178,0.549593370679057,0.973092982661576,-3.90594626436389,3.90617874853986,0.522793953030533
p004,6.52750078904829,-0.0721726964079328,0.928378640951788,-5.78982756171708,5.78989138031447,0.674510270121408
p005,5.14401265923667,0.334152252588694,0.965164341997383,-4.71438662666647,4.71439035476077,0.602590362170726
p006,4.13438426752066,0.569877108991495,0.884718249335501,-2.87155878719202,3.62534701679381,0.481361925314872
p007,4.83058680338813,0.41282080580268,0.964541752128999,-4.38641969310119,4.38998430295795,0.563870447907857
p008,5.19262995499848,0.321506602024517,0.803703035159628,-3.56939574059061,4.37059025464837,0.499170873317471
p009,4.18586718363516,0.559098307658471,0.974789509878993,-3.88398318730889,3.88660402049737,0.529433393985786
p010,5.55118898827379,0.224569456592742,0.959446811007621,-4.99145775127582,4.99179334295991,0.589867912301101
p011,4.10914640184318,0.575112350970456,0.974770887156194,-3.77083766515402,3.77598013657485,0.496468948403825
p012,5.42879565540773,0.258386090138595,0.927442497542825,-4.65406119777595,4.74775615824666,0.540822336623628
p013,4.50051342093805,0.490323042311905,0.957802424901207,-3.84807976054727,3.86143378993766,0.440627215501025
p014,4.68495677892096,0.447691083231068,0.956717804232832,-4.07833584099869,4.09154331198231,0.478673848400918
p015,4.06391947633089,0.584413849949813,0.972790634880189,-3.71275142443645,3.71709029437418,0.490210345958458
p016,4.83700327620816,0.411259868484052,0.96881718485422,-4.43424686073713,4.43538035387702,0.571822605348845
p017,3.92218987170628,0.612895602267977,0.971220450507708,-3.56411704994252,3.56506490215979,0.463054793022337
p018,5.58993463259792,0.213707132460374,0.930545789399008,-4.71204974547607,4.72339940025399,0.494800130106641
p019,4.49739104223821,0.491030007177103,0.968070056508297,-4.06336272388784,4.06610932495917,0.515239047902288
p020,4.30095819181814,0.534519685227454,0.973746833909906,-3.97860455528335,3.98272608729436,0.535836800899828
p021,5.00458332857705,0.369758891771507,0.95431295235179,-4.29360320121997,4.29549474939712,0.481655368525688
p022,3.31774790088359,0.72301411162573,0.978663051366265,-3.03299875383221,3.04544820069924,0.423032353310447
p023,3.99055932951481,0.599282396344814,0.975382613554015,-3.6868704343172,3.68968190385237,0.503334878120684
p024,3.84978977449631,0.627054898938132,0.908950288543936,-2.71186690816845,3.34529152245859,0.42032706408189
p025,5.07088963798634,0.352947983616708,0.966710897202551,-4.63799928450534,4.6381484496951,0.576424686897742
p026,3.92051998755432,0.61322515382593,0.935948402902631,-3.16930500147844,3.44834213073463,0.429708419109578
p027,5.02250485733842,0.365236993732997,0.965361220130518,-4.58377415713311,4.58546396256778,0.583217816504214
p028,4.22580934115821,0.550643865429181,0.97373151964005,-3.88807188369935,3.89261411619574,0.520467919073537
p029,5.18210530430732,0.324254215207295,0.950002397234398,-4.4400447527598,4.44155402833526,0.494280930994034
p030,3.97136051159935,0.603128873593947,0.974692523880704,-3.66088104132109,3.66161437985531,0.487010221944488
p031,5.55579434089955,0.223282304442224,0.955908298506394,-4.99574996046986,4.99589785771632,0.592794085419892
p032,4.95911204779701,0.381159512703767,0.954922419173902,-4.34929560361058,4.35562519069168,0.511666829967475
p033,4.30731159775733,0.533143447840435,0.970866207380444,-3.94807118871941,3.95175114402462,0.525567231227477
p034,4.5989191684051,0.467790735617233,0.921837764710877,-3.84353522720835,4.02729112518267,0.497568679758334
p035,4.26109777746406,0.543107659778816,0.961419906064834,-3.81528558512021,3.85023955181008,0.513733081777882
p036,4.14780000797401,0.567081152466075,0.885880759613139,-2.8500243371939,3.54322955858318,0.422847201258918
p037,6.39144942396093,-0.0279443191179147,0.936688380891561,-5.62754270065345,5.62769326149279,0.657268662201906
p038,5.05290850369449,0.35752867928568,0.957509332415162,-4.48646505888462,4.48786774076036,0.531962135274856
p039,4.31954123169315,0.530488617793022,0.971533301883811,-3.96991753194697,3.97011473313779,0.517870997777986
p040,4.63129854130029,0.460270157001627,0.970788051631064,-4.23475896431689,4.23554203419141,0.538465818402661
p041,6.00034288042611,0.0940108141953919,0.930803783957267,-5.24384260093731,5.25121262966597,0.586871872553981
p042,3.20974389100111,0.740754253623364,0.977532516747125,-2.9066941137346,2.92684089293575,0.408430619415674
p043,3.40116134766787,0.708911299513583,0.973349139658854,-2.99143558619584,3.01512515804955,0.379021537002861
p044,4.56105939498275,0.476517300967005,0.895258431537598,-3.59316180847276,3.87126996815461,0.459449143504489
p045,5.60493056140401,0.209482751119828,0.838282122252385,-4.42553391849958,4.64296590625241,0.552693506695864
p046,4.75735988260939,0.430487986874759,0.971846578697406,-4.38811478008106,4.38819207104416,0.568760804172472
p047,3.89471652976875,0.618299626412597,0.972232253129043,-3.50849542866651,3.52129096390284,0.446774981480899
p048,4.36755120030721,0.519993755558445,0.972174961499446,-3.9950999156168,4.00078655411059,0.523306817767426
p049,4.63931212195379,0.458400741532113,0.968276094802134,-4.23722274996419,4.23961593257419,0.551310253856047
p050,4.44056962642232,0.503809728025239,0.954975784417563,-3.77539333900409,3.82932816146279,0.430061976269492
p051,5.13642954962862,0.336113940911629,0.942629983586046,-4.48987846263811,4.49468949886572,0.523423634256521
p052,5.01645325201498,0.366765721365378,0.828397624750317,-3.28433107512358,4.37393068938076,0.532115306290821
p053,3.90547189519012,0.616188563666972,0.971501393189878,-3.54354190683261,3.54904646580844,0.454918889721232
p054,6.30758642348446,-0.00114572424900916,0.930342912109353,-5.48997788708011,5.49009197459501,0.629082408335791
p055,5.75902172535619,0.165419350125578,0.94361587380436,-5.12767902347255,5.12858386902553,0.605102094561277
p056,5.46636953406944,0.248084821207047,0.961567127700658,-4.98935996863216,4.98943957631533,0.610190378610869
p057,4.47515522719961,0.496050422389461,0.967258832166142,-4.05032968683644,4.05161127650424,0.504185188192293
p058,3.95689702091316,0.606014378031537,0.971494830082208,-3.57448124673075,3.58340696239006,0.459829648048847
p059,4.87004225891249,0.403189662665129,0.952488851087015,-4.34740161518017,4.34763292267936,0.53399527263023
p060,5.24425234337079,0.307949097531621,0.960686795910049,-4.75771389101763,4.7577873778161,0.601126702522123
p061,5.14803913876231,0.333109459039817,0.95522019140616,-4.56833612657889,4.57347390289927,0.551151092315402
p062,4.89513455822864,0.397023834059219,0.967647297758027,-4.46341456448102,4.4634651057477,0.566589284096382
p063,4.83945296725313,0.410663384854296,0.797392766182009,-2.34988819539312,4.16424385402639,0.488650621271705
p064,4.95237065607276,0.382840866343805,0.956724459631232,-4.3251805893827,4.33126826269176,0.504066237750948
p065,6.80013104206784,-0.163604631444706,0.904641697605716,-5.85534550542223,5.85551115347834,0.644737742881526
p066,6.5443143030754,-0.0777032074516193,0.916198615034731,-5.67676149645242,5.6787337413838,0.621934673637274
p067,5.89875243109252,0.124429307724286,0.945477114912192,-5.25263799454176,5.2527885553811,0.621370029863046
p068,4.80758569261256,0.418399266552351,0.897594399959327,-3.87402031785661,4.26702973480503,0.535738727315511
p069,4.43554440215947,0.504932132005864,0.851599678104371,-2.5830441327778,3.94772764898453,0.508524820808523
p070,4.82064818358631,0.415234486651046,0.960698017264152,-4.37831826683138,4.37997285959493,0.567969198749783
p071,3.25743768328015,0.732992715628507,0.978403008514082,-2.95949557680138,2.97501259181491,0.412944689575262
p072,4.93844931609515,0.386305714559109,0.967547977875034,-4.52629608056215,4.52650764243439,0.582431207253784
p073,4.71442272290587,0.440721762987022,0.868120147040944,-3.50517028171914,3.943029072776,0.487540466226713
p074,5.39931305325704,0.266419303401438,0.945026954628657,-4.79418799653895,4.81541306574968,0.561512705200674
p075,4.49286763375739,0.492053321076855,0.927405128250481,-3.61724599610516,3.80971106148447,0.417706416840481
p076,3.47081403150737,0.696866756484095,0.977050660797745,-3.14458844618703,3.15023775895899,0.415651554643042
p077,5.64024663494378,0.199489435748804,0.946420429931004,-4.93690114224236,4.93722962790372,0.561999653197332
p078,4.44036887423873,0.503854591201501,0.830350634079623,-2.59775041245683,3.79897655210591,0.451011168652162
p079,3.41544323640299,0.706461533388223,0.977170927707732,-3.09473589094681,3.1085291070307,0.418282059521415
p080,4.16947789512291,0.56254414972924,0.971498179906035,-3.79470719424549,3.80204107691814,0.494334584330282
p081,3.43975688147081,0.70226741111713,0.969918517573757,-3.01136687965125,3.06683762569561,0.39639019453628
p082,4.33112812422632,0.527966371053905,0.971666420464253,-3.9621690234868,3.96603792663926,0.522987848818289
p083,4.65787278167993,0.454058482225393,0.958863473429739,-4.01741273926551,4.02259298612555,0.457623434113032
p084,3.54312184622086,0.684104781025875,0.97806506908713,-3.24599925766306,3.25551520909639,0.444635784206688
p085,4.38816579638324,0.515451857076541,0.969967841945308,-3.96413130097246,3.96562494183041,0.498862225822506
p086,6.08338429032084,0.0687605165031694,0.854811547264508,-5.04987323845665,5.06475869002168,0.598068519660894
p087,5.95364985960097,0.10805626997923,0.922586533746901,-5.08215739896792,5.08241957245499,0.573300835197004
p088,3.87154443611614,0.622828061349995,0.968024981280787,-3.46358234530696,3.46568821399567,0.436929244322553
p089,4.14636788327309,0.567380051516271,0.966180332418855,-3.61013664552654,3.6259687488411,0.43126993114431
p090,6.04772021383605,0.079647365619649,0.940993183343273,-5.33735935797218,5.33750991881152,0.625456892845339
p091,4.07338373155539,0.582475921137485,0.96868836276945,-3.69873279474041,3.70579848980086,0.483130654876658
p092,3.58513036354264,0.676569641674914,0.976347258570789,-3.27331245621603,3.28248031392273,0.441362244316447
p093,4.68355779844883,0.448020885217186,0.970174482030859,-4.31542440484347,4.31617430044059,0.564183898218425
p094,4.31343670443677,0.531814739993444,0.965052228462531,-3.74015474658273,3.74625993219001,0.431816257625398
p095,4.29853255050898,0.53504457751419,0.961573632157345,-3.71659327983131,3.73237767638545,0.433582239883878
p096,5.04463689401696,0.359630408323225,0.870449978087458,-3.96938099977779,4.23635957403672,0.511435280623172
p097,5.26500419849323,0.302461278291875,0.857022681786815,-4.14332386628435,4.38981632635461,0.521982058936351
p098,4.82633256034098,0.413854594501446,0.95163825389469,-4.27451696259013,4.27584492526779,0.535495792530483
p099,3.46303338948634,0.698224321358693,0.97445959055571,-3.15041297338699,3.16080229631054,0.436545884729751
p100,5.3466805718229,0.280651479278013,0.937604857972139,-4.60846012000257,4.62338879142176,0.511918471825375
