par_id,rmse,nse,r,bias,mae,nmae
p01,1.98151509910833,0.895372539007694,0.973237787136594,-1.16689167356886,1.49808891890154,0.265728274620329
p02,2.38018324786077,0.849036588050773,0.969114565696417,-1.80768406368476,2.01715683969413,0.317595492027136
p03,2.52994259297266,0.829441939907412,0.97070669379533,-2.04290357297754,2.16303666994748,0.329149517543945
p04,2.87617546086265,0.779564433551629,0.962976861101389,-2.35384121889684,2.50070282030447,0.363460722610727
p05,2.35282814822598,0.852486648984283,0.969648596384478,-1.77546378434014,1.98509383538723,0.314941043536017
p06,2.51598400698887,0.831318805917355,0.965531350546724,-1.92719328280111,2.15086586976397,0.331799331737373
p07,2.09433854747074,0.883118793256561,0.971934114088769,-1.40072901937327,1.67126964484152,0.285400938673976
p08,1.92878330670392,0.900867104431909,0.969550870926312,-0.907259715159283,1.44835582794963,0.264253601222611
p09,1.96936856077178,0.896651324442161,0.970344448740666,-1.07723586290862,1.51718417880972,0.271362684641629
p10,1.89515429687837,0.904293802120446,0.972393485909368,-0.855827637637486,1.3903027236804,0.254900812517858
