par_id,rmse,nse,r,bias,mae,nmae
p0001,3.4401142038766,0.716979804348983,0.949249090920942,1.27580633221893,2.57638496367201,0.423360623413467
p0002,4.9120328456686,0.422975530451309,0.915626876405875,2.62838749891573,3.52196681035892,0.54835822803376
p0003,2.41419653231826,0.860614707868134,0.956515873892543,-0.340566924855968,1.90873445292531,0.371508854564571
p0004,2.29047016580681,0.874535464033987,0.978848997477802,-0.846932499464696,1.84221033477291,0.368257088299147
p0005,3.38290728520206,0.726314432047001,0.924159618830612,0.384778895405336,2.42965380857998,0.407957263743882
p0006,6.04412000159825,0.126349232477995,0.934220290317169,3.78787686879294,4.45497358495888,0.631723063487373
p0007,7.76352488123186,-0.441416882821405,0.819444365114415,4.13755960278352,4.98055834209892,0.741691309275392
p0008,6.05242011644009,0.123948095270232,0.910626792510427,3.77809027265251,4.37557753476849,0.657000246704724
p0009,2.61993594226154,0.835845402009738,0.96536887223293,-1.91124535696527,2.22177520650478,0.408740880235011
p0010,7.97998893110442,-0.522917173009993,0.885617742961572,5.49507383714445,5.84728107015276,0.874859485944537
p0011,13.6976705173826,-3.48709368447733,0.840109218410667,10.2631888503755,10.3751712581436,1.51300717875714
p0012,2.92399997281599,0.795531488888539,0.982063125231138,-2.45375474927481,2.57121875685989,0.465000477428615
p0013,7.36313925440822,-0.296575271064049,0.896415077041084,4.96260341655427,5.37401476813021,0.798685019380985
p0014,5.59184501856493,0.252206030680272,0.868131591656749,2.16866050423126,3.59123240478772,0.527614147329226
p0015,6.04867617928371,0.125031585434636,0.939247470924601,3.49173105370569,4.53855219047978,0.623509465969801
p0016,4.57292623377492,0.499896265447515,0.893795706618527,1.48831816729496,3.04912527492794,0.472254553882375
p0017,2.84999027050824,0.8057511479872,0.966052699618726,-2.26303973563168,2.51788307446316,0.445962280198688
p0018,2.4003343182114,0.862210801197008,0.959005524514524,-1.20718248487361,1.94842348565469,0.380279250203926
p0019,4.5336068085945,0.508459383552404,0.895905294663207,1.29624584893566,3.01543185338007,0.464901617251894
