par_id,rmse,nse,r,bias,mae,nmae
p001,1.97421419196052,0.896142119946945,0.971556927227321,-1.12588432431657,1.5214670605065,0.271104462207648
p002,1.89459806351552,0.904349973977343,0.972030687384351,-0.77990736397563,1.37524615453324,0.253212279220017
p003,2.39106136183589,0.847653543399294,0.967726191076451,-1.79452254817298,2.02797708159169,0.319296658044097
p004,2.82354406487716,0.787558160122546,0.965697626269055,-2.33166370309345,2.4528835867338,0.357318655757083
p005,2.4960634604096,0.833979330892771,0.965601055980136,-1.90065662074073,2.12964767603937,0.329731504539354
p006,1.94710932508301,0.898974365261118,0.971904334103079,-1.0519386331475,1.47616172018743,0.266584624301818
p007,2.7577696186827,0.797340540504825,0.963833240549828,-2.21899193371429,2.39033589367738,0.353142425424955
p008,2.26220575445865,0.863631168264862,0.972591998213333,-1.69864512232688,1.86655058890286,0.301594068112533
p009,1.91228348903867,0.902555918814422,0.969671319615734,-0.828944522194334,1.42152101844182,0.261210198650718
p010,1.92126461802581,0.9016384680524,0.972625288695528,-0.901597460802582,1.40945947883104,0.254238187900602
p011,1.99077673999484,0.894392191610924,0.970228619867623,-0.227998107507294,1.46485872340872,0.249868573113171
p012,2.67041717505328,0.80997570083309,0.968774762603735,-2.19066604212511,2.3057429780359,0.343028204194663
p013,1.92502578236401,0.901252976118688,0.969554056468272,-0.892077234707589,1.44341960853687,0.263741702885696
p014,2.28086435958391,0.861372359170863,0.968770403487247,-1.64775506291451,1.9071411668045,0.308786320036363
p015,2.95402760333215,0.767469453275564,0.965903179664642,-2.49213752667887,2.57770540321693,0.367391736252523
p016,2.00514636912711,0.892862113519591,0.97201004419009,-1.21146668193947,1.55580676260793,0.274885702123052
p017,1.91135437518606,0.902650585376002,0.972566573568627,-0.818218436980785,1.40013760387528,0.252106437922315
p018,1.94091561666007,0.899616063301659,0.97281329431556,-1.02058109370693,1.4384948619932,0.259775836010721
p019,2.92431202884986,0.772124132099999,0.961385315640038,-2.38892937612659,2.54351536963305,0.367817392121863
