737791	11.680342	0.37826974	10.132349	82.143174	992.17421	2.3417914	12.152546
737792	13.208453	0.37826974	9.3591355	84.377677	992.3673	2.4151764	9.9758931
737793	12.295908	0.37826974	9.876922	89.182284	991.24239	2.5449614	9.2060707
737794	12.748166	0.37826974	9.9319288	87.86788	992.50122	2.5944879	10.148319
737795	13.305898	0.37826974	9.9216922	87.146892	990.87195	2.2028156	9.3745392
737796	11.960189	0.37826974	9.7136319	89.173689	992.81897	2.6815162	10.958733
737797	14.194253	0.37826974	10.144975	89.078844	992.07966	2.5607797	11.592644
737798	10.574195	0.37826974	9.9212484	87.755231	991.4924	2.582927	13.587385
737799	11.441473	0.37826974	8.8364603	89.151698	992.55958	2.4206949	10.642068
737800	13.412822	0.37826974	10.071128	83.773625	991.86192	2.3857215	12.002395
737801	11.441949	0.37826974	9.4303309	84.819167	993.21695	2.6164302	11.674159
737802	11.905331	0.37826974	10.498386	88.839283	992.07306	2.6396692	12.446911
737803	10.825771	0.37826974	9.30613	87.725575	992.4942	2.5787945	9.9690215
737804	12.849092	0.37826974	11.072782	88.518875	991.6099	2.670291	11.454196
737805	11.917572	0.37826974	9.9753354	92.219356	990.66252	2.046923	9.0006406
737806	12.822585	0.37826974	8.5316845	87.487534	991.16823	2.108538	12.413377
737807	11.177261	0.37826974	9.8522785	86.268773	992.18986	2.3881186	10.710503
737808	12.177763	0.37826974	9.1633389	93.953567	993.44681	2.6262422	12.896976
737809	12.473389	0.37826974	8.6663488	87.308815	991.22683	2.3136181	10.230344
737810	10.141601	0.37826974	10.417365	82.93166	990.4246	2.5105034	11.827922
737811	13.54951	0.37826974	10.679464	83.888825	993.31301	2.7077057	13.122448
737812	13.746336	0.37826974	9.7168516	90.318994	991.78547	2.0025588	13.45904
737813	11.334379	0.37826974	10.856365	90.504677	992.46658	2.5772318	11.712243
737814	12.650824	0.37826974	10.020959	88.79976	990.63309	2.4412128	11.657727
737815	13.628443	0.37826974	9.9181233	93.737925	992.52463	2.638714	14.901518
737816	11.640757	0.37826974	10.411556	89.013897	992.93795	2.2229382	14.101816
737817	10.04856	0.37826974	9.2945855	84.42676	992.63986	2.3056329	11.121287
737818	11.481159	0.37826974	10.017058	82.582279	992.10776	2.7715464	13.52668
737819	13.01266	0.37826974	10.255307	89.874561	992.35498	2.159386	10.535519
737820	13.249611	0.37826974	9.8833262	86.435348	991.96985	2.4517002	9.1211708
737821	10.540062	0.37826974	9.3572289	89.525371	991.70748	2.3853348	12.559435
737822	13.768027	0.37826974	9.298441	84.103916	992.40971	2.5121061	12.058528
737823	10.833037	0.37826974	9.496708	90.033203	991.70059	2.3791775	11.182927
737824	12.213271	0.37826974	10.119783	80.315675	991.66487	2.3082129	11.780668
737825	12.212304	0.37826974	9.6039981	83.247141	991.92589	2.3165653	10.747262
737826	11.338988	0.37826974	10.331106	94.694385	993.20955	2.4945777	11.277561
737827	12.67858	0.37826974	9.04928	86.412637	992.50795	2.3599846	11.504965
737828	13.117373	0.37826974	9.4613455	86.232609	991.69747	2.5212291	12.490142
737829	11.610436	0.37826974	9.4551876	86.522859	992.90861	2.5227816	12.193935
737830	10.239364	0.37826974	9.4423034	90.95744	991.61692	2.6554116	11.511334
737831	12.241977	0.37826974	10.433589	92.403482	992.19845	2.4764844	9.687265
737832	12.445291	0.37826974	9.072594	85.62598	992.43572	2.6834081	11.567123
737833	12.184499	0.37826974	10.177456	89.246652	993.13914	2.2678091	11.7107
737834	13.058757	0.37826974	9.6545362	94.907083	991.40899	2.6003233	9.3874732
737835	12.292564	0.37826974	9.184025	79.719997	991.16949	2.4273811	14.217421
737836	12.375733	0.37826974	9.1501583	93.176077	993.39758	2.5656806	10.436361
737837	12.541007	0.37826974	9.8899742	80.08017	992.27339	2.2208999	12.011438
737838	10.099661	0.37826974	9.9140765	82.107553	991.21552	2.380472	10.491266
737839	10.406472	0.35043842	9.085097	89.560849	992.65467	2.4474943	13.138026
737840	12.042151	0.32061369	9.6826048	93.584643	992.15329	2.1432235	10.563336
737841	13.06131	0.29078896	10.455774	82.542005	992.11557	2.6765264	12.667917
737842	12.516917	0.26096423	9.6393678	82.794853	991.56251	2.5191273	11.44902
737843	11.614021	0.23113951	9.3530708	96.771923	991.18885	2.4025789	11.607678
737844	11.045084	0.39869185	9.4187708	86.780734	993.40756	2.5162894	10.503705
737845	10.815602	0.45790043	9.7159543	85.119003	992.19752	2.4523326	10.741205
737846	12.07758	0.27194022	9.2360629	92.519135	991.82232	2.2041613	10.1258
737847	12.484808	0.23828534	9.8536705	81.505372	991.99438	2.4246626	11.38318
737848	14.144349	0.1549731	10.162787	87.18008	993.12652	2.8192125	12.019912
737849	13.301673	0.071660869	9.2408346	88.909136	992.17668	2.6270435	13.098105
737850	11.05624	0.53114228	10.023768	86.235304	992.31244	2.5271001	11.525745
737851	12.885033	0.31064983	9.6995505	88.505974	992.51071	2.5327567	11.766014
737852	11.289681	0.53619765	10.552246	90.818581	991.74731	2.5639642	11.164367
737853	11.369596	0.5501858	10.667759	84.791566	991.58415	2.3119016	11.557741
737854	12.95852	0.38834134	9.5416878	91.637203	992.17944	2.2980589	11.755994
737855	13.378201	0.3689108	8.947592	86.209728	991.47086	2.2156936	12.625677
737856	11.819341	0.5624164	9.4571412	84.718002	990.88889	2.4580693	9.7056185
737857	12.69787	0.51299927	10.00269	84.010097	990.8585	2.3669162	10.387256
737858	13.361019	0.44974505	10.756259	94.334142	991.7568	2.2374647	11.554254
737859	10.752483	0.7005869	9.980856	84.204116	992.65761	2.1591251	12.051897
737860	11.778427	0.63708907	9.8844908	87.133536	992.8434	2.4644681	13.295172
737861	11.86695	0.64868126	9.1265622	82.883006	991.09036	2.4858466	9.2328867
737862	12.916761	0.5786458	10.317918	81.633808	992.12731	2.5652603	11.270421
737863	12.054937	0.6536971	9.7378756	89.600114	990.61794	2.5144704	13.809919
737864	10.316034	0.77456653	9.5778624	91.975434	991.56886	2.6010223	9.3642774
737865	11.465052	0.71723029	9.7502712	84.523065	992.73413	2.3729496	9.7722112
737866	12.326613	0.67082497	9.7287426	87.713892	991.51138	2.4700556	9.8130571
737867	11.607078	0.72420318	10.032061	89.696283	991.52773	2.4730437	12.221942
737868	13.696446	0.59985099	9.4228084	90.740207	991.4674	2.7948738	12.560192
737869	9.9050367	0.8330609	10.627577	88.639656	990.70834	2.5025086	11.097757
737870	12.369226	0.71030411	8.8395182	89.331664	992.26317	2.4623922	12.420218
737871	10.926952	0.79612677	10.170574	86.715595	991.75442	2.5510116	10.832304
737872	12.033698	0.74575877	9.8954813	86.730056	990.9045	2.1593863	8.8237807
